CommunityName,State,agepct12t21,agepct12t29,agepct16t24,agepct65up,medIncome,pctWWage,perCapInc,whitePerCap,blackPerCap,indianPerCap,asianPerCap,otherPerCap,HispPerCap,pctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,Population,HouseholdSize,racepctblack,racepctwhite,racepctasian,racepcthisp,TotalPctDiv,PctKids2Par,NumImmig,PctImmigRecent,PctImmigRec5,HousVacant,NumInShelters,NumStreet,murders,murdPerPop,rapes,rapesPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
GardenGrovecity,CA,14.27,30.28,14.73,7.99,39882,84.78,13976,16069,16515,12939,9827,8071,8412,10.42,25.6,16.14,6.21,65.8,143050,3.21,1.5,67.32,20.51,23.47,11.61,68.8,43608,22.85,35.18,1446,47,15,13,8.74,33,22.19,430,289.17,441,296.57,1759,1182.9,5075,3412.87,1799,1209.8,65,43.71
SanFernandocity,CA,17.23,33.45,16.75,6.82,32128,82.62,8876,11715,9836,10362,8927,6899,7381,17.68,59.31,5.41,9.65,61.12,22580,4.01,1.18,38.97,1.43,82.74,9.28,66.15,10024,19.65,30.19,161,0,1,3,12.98,7,30.29,113,488.9,138,597.07,219,947.52,454,1964.26,311,1345.56,4,17.31
Stocktoncity,CA,15.55,28.46,14.21,9.43,26876,73.47,11331,14141,7789,8358,6914,8704,7884,21.37,33.37,15.01,10.28,52.95,210943,3.07,9.63,57.54,22.8,24.96,13.36,63.94,47721,13.65,27.23,3731,514,60,45,20.11,157,70.17,1554,694.52,1744,779.43,5362,2396.4,12291,5493.14,3696,1651.83,132,58.99
Delanocity,CA,16.97,30.39,15.04,9.67,21054,80.13,7491,11418,5192,6320,7544,5699,5975,23.66,58.07,7.6,23.83,48.85,22762,3.65,2.35,24.26,21.54,62.45,8.26,61.53,9075,15.48,24.19,246,0,0,4,14.38,14,50.32,73,262.37,117,420.52,435,1563.45,1324,4758.65,175,628.98,1,3.59
Eurekacity,CA,13.19,25.8,12.43,13.38,21812,68.1,12915,13691,6368,6427,8137,5586,8868,18.66,20.72,18.03,8.55,54.62,27025,2.43,1.43,88.19,4.39,4.8,16.77,61.51,1506,10.69,13.15,644,173,27,4,14.62,25,91.39,66,241.28,203,742.12,610,2230.02,2051,7497.99,298,1089.42,38,138.92
Escondidocity,CA,13.04,28.88,13.69,11.32,32895,76.46,14647,15586,10548,9018,14024,6855,7419,11.21,22.05,18.25,6.23,63.89,108635,2.77,1.46,85.15,3.72,23.36,13.12,69.03,18657,23.45,36.61,2773,134,19,8,6.84,26,22.23,215,183.86,481,411.34,1490,1274.22,4809,4112.58,1247,1066.41,33,28.22
ArroyoGrandecity,CA,11.73,21.03,9.62,17.98,34796,68.44,16583,16812,14671,13590,16472,8285,10363,8.35,16.06,19.4,5.14,57.03,14378,2.51,0.61,92.71,3.64,9.03,11.26,75.46,882,6.8,15.19,335,0,0,0,0,5,32.85,6,39.41,95,624.06,116,762,384,2522.5,21,137.95,6,39.41
SealBeachcity,CA,7.58,17.67,8.15,30.19,32834,52.5,25695,25729,20543,15092,29765,14445,18320,4.83,13.68,31.57,2.9,48.61,25098,1.88,0.98,93.7,4.21,4.99,10.98,80.59,2459,11.31,15.66,1037,0,2,1,3.99,3,11.97,35,139.68,22,87.8,224,893.96,482,1923.61,137,546.75,12,47.89
Anaheimcity,CA,14.6,31.95,15.91,7.52,39620,86.33,15746,17677,15433,17389,15044,7296,8240,10.64,24.59,18.76,5.56,69.68,266406,3.04,2.54,71.44,9.39,31.44,12.4,68.15,75734,23.9,36.72,5589,457,41,33,11.64,70,24.69,909,320.58,?,?,3942,1390.22,9145,3225.16,3607,1272.08,74,26.1
Paramountcity,CA,17.52,34.48,17.09,5.76,29015,82.87,9429,10697,10428,11244,10813,7071,7225,17.6,49.9,6.93,9.88,60.47,47669,3.67,10.69,48.15,5.75,60.83,11.91,60.64,17901,17.26,27.44,733,0,2,13,24.78,20,38.12,369,703.25,629,1198.76,730,1391.24,1149,2189.78,907,1728.57,26,49.55
SanClementecity,CA,10.92,25.28,11.96,11.96,46374,76.78,23841,24416,12671,38290,21158,12306,12271,6.99,9.64,32.37,3.66,67.45,41100,2.46,0.67,91.56,2.71,12.86,12.51,76.82,4994,21.13,28.87,2025,14,0,3,6.61,10,22.04,31,68.32,99,218.18,370,815.41,662,1458.92,214,471.61,16,35.26
Arcatacity,CA,24.16,45.34,31.54,8.78,18551,77.96,10676,11021,6129,10306,4001,5309,6416,28.12,14.28,36.89,9.44,53.91,15197,2.5,1.22,91.62,2.69,4.74,10.29,60.14,703,10.67,14.94,229,0,3,0,0,8,51.52,6,38.64,48,309.12,169,1088.36,970,6246.78,53,341.32,4,25.76
UnionCitycity,CA,15.7,28.93,13.78,6.35,46988,90.27,14865,16895,15648,19741,13493,10838,11494,6.51,22.53,20.58,4.49,70.57,53762,3.42,8.58,43.92,33.44,25.08,9.45,73.74,17393,14.53,24.84,558,0,6,1,1.8,21,37.73,119,213.79,166,298.23,638,1146.22,1793,3221.29,267,479.69,27,48.51
RanchoPalosVerdescity,CA,13.31,21.14,10.81,11.17,79797,84.41,36509,38958,35795,12513,27831,35293,25035,3.16,4.79,53.58,2.33,62.98,41659,2.79,1.89,76.19,20.51,5.32,7.15,86.29,9680,21.99,26.75,525,0,0,1,2.27,4,9.08,21,47.67,117,265.59,239,542.53,363,824.01,96,217.92,8,18.16
TempleCitycity,CA,14.02,25.54,12.49,13.07,38789,77.21,16107,17489,11831,18713,12503,12558,13138,5.56,16.88,21.91,4.6,62,31100,2.81,0.62,71.93,19.51,18.85,10.98,74.43,7473,16.46,27.54,493,0,0,0,0,7,20.65,50,147.48,127,374.59,305,899.6,403,1188.65,128,377.54,11,32.44
Newarkcity,CA,14.25,28.94,13.16,4.98,50471,91.37,16721,18029,15657,12983,14600,11866,11765,5.03,21.37,21.13,5.3,73.12,37861,3.15,4.32,68.6,15.94,22.9,10.57,74.04,7947,12.67,22.95,269,32,0,0,0,12,30.18,70,176.03,240,603.52,310,779.54,1792,4506.25,206,518.02,21,52.81
Sunnyvalecity,CA,10.1,28.52,12.03,9.53,46403,86.53,22309,24304,17869,15875,18457,12448,13631,4.69,12.91,37.06,3.96,72.41,117229,2.43,3.43,71.63,19.33,13.17,13.13,71.96,26394,19.26,31.01,2493,0,0,3,2.5,21,17.47,106,88.2,170,141.45,604,502.56,3566,2967.09,519,431.83,49,40.77
PacificGrovecity,CA,9.28,20.97,9.42,16.42,33385,73.64,19533,19921,17079,22376,16544,8872,18348,6.31,10.76,35.8,3.63,64.86,16117,2.2,1.38,91.58,4.83,6,16.22,69.02,1668,12.05,15.17,574,0,0,2,12.05,3,18.07,12,72.27,75,451.7,231,1391.23,375,2258.49,29,174.66,6,36.14
RohnertParkcity,CA,15.58,32.18,16.42,6.98,36097,85.1,14861,15073,14723,18980,12226,11157,11967,8.54,12.46,21.82,5.31,70.65,36326,2.71,2.65,89.22,4.77,8.94,13.42,73.31,3146,18.02,25.49,506,12,2,1,2.58,12,30.97,16,41.3,342,882.79,757,1954,958,2472.83,132,340.72,17,43.88
Watsonvillecity,CA,15.04,30.06,14.31,11.02,27980,76.83,10422,13124,8581,9541,13585,5984,6544,15.3,46.41,10.66,10.99,59.76,31099,3.3,0.73,55.14,5.55,60.86,10.25,65.62,10919,17.37,29.01,472,124,25,1,3.1,12,37.21,128,396.87,347,1075.9,399,1237.13,1729,5360.91,199,617.02,13,40.31
Cerescity,CA,14.34,28.25,12.21,7.9,30876,78.3,11603,12558,14658,12016,7657,7270,8706,15.5,32.86,8.83,10.04,57.84,26314,3.07,1.71,77.95,5.03,22.65,12.08,72.93,3276,12.58,19.08,494,4,0,0,0,9,29.92,35,116.34,140,465.38,455,1512.48,1303,4331.35,294,977.3,14,46.54
Petalumacity,CA,12.48,24,11.09,10.28,40926,80.82,17170,17554,13937,21106,14838,7550,11011,4.16,13.63,24.35,3.86,68.94,43184,2.69,1.28,92.1,3.31,9.23,12.51,77.12,3762,13.08,17.25,484,68,24,2,4.33,28,60.62,28,60.62,181,391.89,407,881.2,1096,2372.96,133,287.96,13,28.15
BaldwinParkcity,CA,18.77,34.53,17.32,5.16,32684,86.09,8858,8802,11167,8690,11064,7843,7634,15.69,49.5,9.68,8.45,60.27,69330,4.17,2.43,55.56,12.27,70.75,9.66,64.84,29810,16.98,28.33,565,0,3,8,10.94,14,19.14,196,268.02,224,306.31,1144,1564.38,290,396.56,743,1016.03,16,21.88
Riversidecity,CA,16.44,31.46,16.09,8.01,34801,82.5,14235,16092,11890,12339,12045,7741,8373,11.94,22.23,19.32,6.91,62.31,226505,3,7.39,70.79,5.22,25.97,12.41,68.1,35060,16.36,27.88,4777,174,12,33,13.59,131,53.94,1287,529.94,2524,1039.29,4975,2048.51,9635,3967.32,3562,1466.69,338,139.18
Westminstercity,CA,14.94,30.67,15.31,8.73,41364,82.86,15530,17828,13457,15392,10236,8973,9392,11.44,24.87,18.15,5.72,66.08,78118,3.12,1.11,69.63,22.55,19.07,10.69,70.66,22752,21.41,32.66,775,0,2,10,12.48,11,13.72,202,252.02,175,218.34,1208,1507.14,2554,3186.45,965,1203.96,10,12.48
Chinocity,CA,17.94,34.82,17.5,4.72,41958,87.93,12916,15281,6888,10360,11026,8011,8948,7.36,25.79,11.82,5.53,56.41,59682,3.82,9.75,67.31,3.44,36.17,9.3,75.09,10275,11.41,19.03,501,0,0,8,12.29,18,27.65,127,195.07,466,715.76,798,1225.69,1933,2969,685,1052.13,48,73.73
LaMesacity,CA,10.77,27.8,13.81,15.6,31171,74.87,16700,17172,12720,16110,12062,11326,11048,9.24,13.32,24.25,4.93,61.71,52931,2.28,3,90.24,3.09,9.78,15.02,66.32,4786,14.73,20.1,948,0,0,1,1.83,10,18.32,147,269.29,108,197.84,679,1243.84,1494,2736.82,555,1016.69,5,9.16
Montebellocity,CA,15.23,30.73,15.46,10.8,31441,76.96,12276,12533,14843,9690,18047,9442,10146,14,39.19,14.61,6.73,58.24,59564,3.2,0.97,47.05,15.11,67.6,10.97,60.37,23255,17.52,25.84,575,0,0,4,6.47,30,48.52,255,412.43,506,818.4,565,913.83,1823,2948.5,721,1166.14,63,101.9
Carpinteriacity,CA,14.32,27.77,14.11,11.36,34827,78.86,15615,17093,12937,12775,14633,7921,8700,5.92,23.73,22.6,3.75,69.18,13747,2.78,0.76,81.36,2.15,36.56,13.28,67.86,2578,21.1,31.46,505,67,0,0,0,4,29.14,7,51,55,400.73,126,918.03,203,1479.05,19,138.43,3,21.86
Salinascity,CA,15.71,31.46,15.23,7.53,31271,82.22,11351,14318,11375,11467,12656,6149,6829,15.58,37.7,13.02,10.81,61.85,108777,3.26,3.01,54.55,8.08,50.64,12.12,66.11,28740,13.08,24.21,1217,68,86,15,12.46,50,41.52,560,465.05,844,700.9,1327,1102.01,4844,4022.72,784,651.08,63,52.32
Vallejocity,CA,14.35,27.49,13.44,9.96,36605,79.57,14271,16380,12108,11478,12510,10440,10988,8.48,19.04,19.2,6.55,62.7,109199,2.92,21.15,50.46,22.95,10.78,12.51,67.59,19770,12.34,20.29,2519,47,9,10,8.93,65,58.01,599,534.61,949,846.99,1802,1608.3,4703,4197.46,1150,1026.38,80,71.4
Lancastercity,CA,13.9,29.54,12.94,7.21,38388,82.88,14842,16005,10072,9788,14989,8807,9296,9.9,19.72,16.2,6.94,61.3,97291,2.96,7.41,79.38,3.72,15.23,13.73,69.97,8899,19.79,27.97,3316,49,0,7,5.84,60,50.09,263,219.56,1130,943.36,1370,1143.72,2375,1982.72,1016,848.19,106,88.49
Burbankcity,CA,11.49,26.98,12.39,13.2,35959,78.77,18897,20053,17113,11364,14960,11378,11731,8.32,20.32,22.92,5.12,65.27,93643,2.38,1.75,82.59,6.77,22.61,13.93,69.2,24090,16.66,24.82,1941,46,1,5,4.99,16,15.97,209,208.65,262,261.57,665,663.9,2556,2551.76,992,990.36,114,113.81
Uplandcity,CA,14.53,27.59,13.42,8.35,41965,83.91,19569,21058,12954,20827,19447,9647,10661,7.77,15.9,25.41,5.19,67.15,63374,2.75,5.33,78.85,7.03,17.54,12.23,73.04,8115,14.41,26.33,1419,22,30,3,4.83,26,41.84,208,334.74,382,614.77,1415,2277.23,2793,4494.91,729,1173.21,35,56.33
ChulaVistacity,CA,14.16,29.21,14.27,10.62,32012,78.8,14102,15624,12032,11734,13329,9353,9897,9.8,24.31,17.65,6.08,61.59,135163,2.83,4.6,67.74,8.93,37.27,12.74,68.32,30152,14.39,21.52,2025,0,14,14,9.33,37,24.67,459,305.99,573,381.99,1895,1263.29,4726,3150.56,2466,1643.95,64,42.67
Victorvillecity,CA,13.21,27.91,12.4,10.76,28698,76.06,11474,12219,10522,9202,10296,8300,8090,14.82,25.02,10.5,9.95,53.26,40674,2.86,9.59,73.08,3.67,23,12.88,68.82,4628,18.99,29.19,1386,20,104,3,5.96,24,47.64,178,353.35,232,460.55,1026,2036.72,2390,4744.42,705,1399.5,27,53.6
SantaClaracity,CA,12.82,31.54,15.24,9.11,44707,84.92,19676,21326,16199,16205,15061,13742,13688,6.23,16.45,30.77,4.43,70.44,93613,2.56,2.57,73.69,18.6,15.23,12.87,69.03,21501,18.48,29.18,1328,114,0,3,3.16,28,29.46,83,87.33,345,363.02,835,878.61,3806,4004.76,523,550.31,20,21.04
SantaAnacity,CA,17.89,38.27,20.24,5.02,35162,87.24,10019,10697,13360,13648,9590,7284,6570,18.15,50.28,10.59,8.52,66.04,293742,4.1,2.62,67.99,9.73,65.15,9.07,64.77,149445,25.5,39.17,3362,181,255,78,26.69,77,26.34,1886,645.25,1149,393.1,2950,1009.28,8973,3069.91,3958,1354.14,492,168.33
Temeculacity,CA,13.47,27.55,11.56,6.03,44270,84.89,16895,17180,15560,15761,15813,12247,10692,4.91,12.43,21.88,4.34,70.69,27099,2.97,1.53,90.72,2.8,14.54,10.13,82.17,2599,15.35,28.78,1529,0,0,3,7.53,9,22.59,53,133.02,151,378.98,406,1018.97,950,2384.3,320,803.13,7,17.57
Barstowcity,CA,15.3,30.61,14.79,8.33,28289,80.49,11889,13045,11125,6339,11289,8579,8586,14.36,24.83,10.19,9.13,58.67,21472,2.81,10.46,67.07,3.44,31.32,14.45,61.36,1618,22.81,28.06,858,32,8,3,15.04,22,110.26,43,215.51,141,706.66,447,2240.26,1117,5598.16,189,947.23,10,50.12
Tularecity,CA,16.11,28.5,13.18,9.77,24686,73.83,9878,11903,6396,6745,4965,5933,6403,21.36,39.19,8.39,9.11,55.73,33249,3.06,6.15,65.56,2.5,33.84,12.54,61.84,3989,15.32,26.55,457,23,0,3,7.74,16,41.28,75,193.51,241,621.82,574,1481.02,979,2526,168,433.47,47,121.27
Hillsboroughtown,CA,13.87,19.72,10.74,15.49,123625,72.51,63302,68850,16459,13962,45690,2246,45142,4.22,3.94,56.7,2.52,56.3,10667,2.94,0.69,79.46,19.01,4.09,4.2,90.11,2186,12.44,18.39,163,6,0,0,0,0,0,0,0,7,62.03,29,257,78,691.24,10,88.62,0,0
HuntingtonParkcity,CA,18.87,36.97,19.55,5,23595,81.15,7238,8395,9314,8517,14895,6411,6615,24.28,69.4,5.26,12.78,58.54,56065,4.03,1.06,31.19,1.85,91.85,8.99,61.51,33299,17.58,29.62,612,93,0,9,16.07,14,25,524,935.85,291,519.72,604,1078.73,1186,2118.16,2000,3571.94,16,28.58
LaQuintacity,CA,11.46,25.06,10.42,9.19,39572,78.32,19678,22551,6181,6565,11260,8222,8066,6.46,18.58,21.07,6.12,65.24,11215,2.85,1.84,79.72,1.52,26.25,12.74,71.86,1324,13.97,21.22,2495,0,0,0,0,3,17.31,10,57.71,118,681.02,429,2475.9,448,2585.56,61,352.05,3,17.31
SantaClaritacity,CA,13.95,27.8,12.98,5.74,52970,88.62,21073,22050,19038,18669,17188,10831,12657,3.71,12.06,25.87,3.51,74.07,110642,2.88,1.53,87.27,4.16,13.35,10.59,81.22,12718,15.43,23.25,2659,0,0,4,3.22,22,17.7,131,105.39,619,498,886,712.8,1770,1424,468,376.51,34,27.35
Ukiahcity,CA,13.45,24.65,11.3,13.25,24402,68.96,11533,12197,6753,6654,11687,4971,5263,13.3,23.71,13.94,7.2,56.08,14599,2.58,1,87.99,1.75,11.71,17.19,58.85,934,29.23,45.61,163,105,6,0,0,11,75.17,15,102.5,39,266.5,232,1585.35,758,5179.72,32,218.67,7,47.83
Lafayettecity,CA,12.03,20.23,9.58,12.53,64806,78.92,34281,35061,16638,34713,24812,14099,18351,4.16,4.1,58.87,2.24,66.71,23501,2.62,0.57,92.78,5.82,3.24,9.08,85.56,2204,10.71,13.93,294,0,1,0,0,1,4.15,17,70.49,2,8.29,192,796.12,395,1637.85,26,107.81,2,8.29
SanDimascity,CA,14.8,26.1,13.03,8.38,50268,83.5,20246,20998,14637,18319,18802,15217,15577,5.44,14.84,26.72,3.42,69.86,32397,2.96,3.77,81.7,8.56,17.32,11.3,75.51,4815,9.49,16.84,531,0,0,0,0,7,19.54,47,131.2,163,455,322,898.84,641,1789.3,153,427.09,9,25.12
PalmDesertcity,CA,9.99,20.61,10,21.61,37315,68.08,25926,27404,12762,14527,14615,8584,9041,7.11,13.82,23.6,4.13,58.93,23252,2.19,0.96,91.35,1.81,13.75,13.7,70.83,3134,17.8,29.74,7653,0,0,4,14.99,4,14.99,43,161.12,147,550.81,888,3327.34,1733,6493.56,183,685.7,7,26.23
Herculescity,CA,13.76,24.66,10.4,4.26,56098,94.82,18948,21837,19592,15390,16455,15469,14488,2.1,9.73,34.73,4.37,76.77,16829,3.17,12.78,39.81,43.31,10.45,8.44,83.14,5242,8.62,15.19,344,0,1,1,5.07,1,5.07,8,40.58,54,273.93,93,471.77,233,1181.96,88,446.41,3,15.22
PortHuenemecity,CA,14.78,32.22,15.93,9.05,33554,78.24,13552,15003,10520,11616,11102,8082,8373,8.82,21.12,15.91,4.9,68.64,20319,3.02,5.55,73.53,6.8,29.84,13.28,68.4,3100,8.58,20.32,749,0,0,3,13,3,13,35,151.62,71,307.57,159,688.79,302,1308.27,72,311.9,5,21.66
Lawndalecity,CA,13.99,33.75,15.53,5.34,34552,84.87,13550,15537,11207,11224,13451,8100,9165,13.07,30.65,13.11,7.5,67.43,27331,2.96,8.32,60.62,12.11,34.24,14.6,61.68,8030,17.33,27.63,551,33,0,2,6.88,8,27.53,218,750.28,352,1211.45,438,1507.43,689,2371.28,430,1479.9,20,68.83
Mercedcity,CA,15.46,30.16,14.34,8.08,24727,75.05,10237,13041,8344,8590,3399,6470,6644,25.06,30.87,15.79,9.99,55.53,56216,3.07,6.87,61.68,15.23,29.86,13.34,64.81,10623,22.97,35.12,683,64,0,10,16.49,30,49.46,121,199.5,170,280.29,1376,2268.72,2563,4225.82,489,806.25,34,56.06
Yucaipacity,CA,11.81,20.96,9.53,20.73,27182,59.79,14131,14416,13630,13197,17313,8532,9398,7.56,26.14,12.42,5.18,50.54,32824,2.46,0.52,92.62,0.98,11,11.23,74.2,2414,6.63,9.03,957,44,0,5,13.61,5,13.61,24,65.32,96,261.29,628,1709.26,895,2435.97,179,487.19,8,21.77
WestSacramentocity,CA,12.99,25.21,11.63,12.12,23287,68.89,11510,13074,8163,9874,6827,7540,8275,18.5,33.68,8.86,9.27,53.35,28898,2.61,2.39,71.27,9.09,24.43,17.31,60.23,4765,31.54,39.5,600,10,2,5,16.53,19,62.8,102,337.15,152,502.41,791,2614.53,1458,4819.2,405,1338.67,20,66.11
Lafayettecity,CO,11.14,24.93,9.09,5.29,34182,88.48,14405,14714,14139,11262,15085,10704,10109,8.43,14.97,28.11,3.93,76.18,14548,2.7,0.98,88.96,2.17,14.87,14.83,75.17,767,14.21,29.6,383,9,0,0,0,0,0,6,33.89,59,333.24,111,626.94,542,3061.28,28,158.15,7,39.54
Durangocity,CO,24.9,37.9,26.9,10.54,22996,77.82,11447,11903,1100,4094,10119,8752,8340,18.78,15.88,31.31,6.45,57.7,12430,2.7,0.31,89.69,1.09,11.62,10.88,68.41,211,44.08,44.08,321,64,1,1,7.09,10,70.93,9,63.84,31,219.89,120,851.18,924,6554.12,35,248.26,0,0
Greeleycity,CO,19.66,34.21,21.15,9.64,23462,78.96,11461,12074,7642,5856,7764,6256,6306,19.46,23.42,25.08,5.67,62.52,60536,2.67,0.67,89.1,1,20.36,11.09,68.92,2852,20.02,34.29,1344,107,0,3,4.56,20,30.4,25,38,86,130.73,675,1026.05,3352,5095.31,171,259.93,41,62.32
Sterlingcity,CO,15.23,26.13,13.2,15.01,20189,70.72,10189,10577,18912,9233,4133,4017,4789,16.91,22.38,13.15,4.52,60,10362,2.4,0.18,93.51,0.23,10.62,11.07,73.72,312,14.1,14.1,474,0,0,0,0,2,18.94,1,9.47,14,132.6,67,634.59,374,3542.34,14,132.6,2,18.94
Louisvillecity,CO,9.42,20.29,6.65,4.05,43379,89.07,18146,18343,16473,22524,15114,12277,11576,4.65,7.72,42.86,3.24,79.53,12361,2.68,0.83,94.56,2.48,5.39,10.78,85.54,400,10.25,10.25,173,0,0,0,0,2,11.21,2,11.21,50,280.33,90,504.6,300,1681.99,22,123.35,1,5.61
Arvadacity,CO,14.29,25.69,11.86,7.05,39014,86.66,15642,15862,11857,14063,11223,12306,11967,6.28,11.62,25.05,5.17,72.09,89235,2.73,0.57,94.28,1.98,7.44,11.9,76.34,3020,18.08,21.16,1797,13,0,0,0,19,19.42,48,49.07,194,198.32,618,631.77,2623,2681.43,229,234.1,27,27.6
Denvercity,CO,11.31,25.92,11.86,12.22,25106,76.35,15590,18191,10442,7703,9556,6993,7778,17.13,20.8,29.05,6.77,62.99,467610,2.22,12.84,72.11,2.35,22.96,16.61,58.02,34715,17.53,26.73,28684,1169,100,74,14.63,393,77.69,1863,368.3,2922,577.65,9128,1804.51,17858,3530.34,7558,1494.14,440,86.98
Goldencity,CO,17.19,32.43,18.85,9.06,29099,81.58,14969,15402,10175,8665,6601,9579,9799,11.52,11.94,33.41,5.14,64.64,13116,2.44,0.99,93.95,2.62,4.93,13.2,69.9,693,33.33,44.44,443,0,0,0,0,0,0,3,20.93,38,265.16,111,774.54,451,3147.02,48,334.94,12,83.73
GrandJunctioncity,CO,14.12,25.56,14.13,17.05,19042,66.78,11723,12153,5741,7863,5748,6889,6473,21.65,22.87,17.91,8.53,52.4,29034,2.27,0.82,91.82,0.99,11.11,16.79,59.91,993,11.98,19.23,888,45,29,4,12.29,11,33.8,22,67.59,151,463.93,448,1376.43,2129,6541.11,89,273.44,19,58.38
CanonCitycity,CO,11.8,21.53,9.88,20.52,18423,62.23,10166,10305,6427,9509,6628,6536,5438,18.95,25.18,13.7,9.17,43.99,12687,2.51,1.35,95.71,0.34,7.87,14.02,66.06,249,5.62,17.67,550,7,0,0,0,11,76.68,6,41.82,15,104.56,155,1080.44,484,3373.76,26,181.24,1,6.97
Westminstercity,CO,13.46,28.67,12.36,4.43,36716,90.93,15456,15776,15034,10999,14142,10539,11012,6.62,11.6,23.76,4.19,77.03,74625,2.68,0.99,90.64,3.69,11.48,13.38,76.3,3153,18.27,23.98,2040,12,0,2,2.26,16,18.11,48,54.33,217,245.6,703,795.66,3182,3601.42,348,393.87,17,19.24
Littletoncity,CO,12.43,24.93,11.73,10.75,34006,80.9,18360,18535,18581,10730,11136,10045,11036,7.34,10.15,35.7,4.62,67.42,33685,2.42,0.88,96.09,1.39,5.21,13.59,74.33,1032,12.79,21.41,873,0,0,0,0,9,23.22,29,74.82,70,180.6,265,683.71,657,1695.09,107,276.06,20,51.6
Broomfieldcity,CO,14.54,26.59,11.34,5.17,39067,90.08,15766,16009,18653,21708,8391,10133,10608,5.05,8.25,27.88,3.76,75.78,24638,2.83,0.67,94.31,2.14,5.61,10.39,82.12,870,17.82,22.18,379,0,0,0,0,1,3.56,5,17.79,67,238.35,169,601.21,763,2714.34,38,135.18,21,74.71
Bouldercity,CO,21.85,41.56,27.91,6.67,29407,84.76,17268,17842,10724,12860,10948,6710,8807,18.96,5.08,58.87,5.05,66.32,83312,2.4,1.26,92.53,3.85,4.83,10.73,71.57,6752,31.21,41.72,1589,213,29,1,1.14,20,22.79,40,45.59,122,139.04,947,1079.29,4398,5012.37,289,329.37,18,20.51
Auroracity,CO,12.94,28.19,12.27,6.26,33214,87.54,15255,16149,11254,10623,10496,11263,11457,7.43,9.7,26.3,4.71,74.15,222103,2.49,11.43,82.41,3.77,6.65,15.16,70.47,12519,14.3,21.45,10758,43,2,19,7.7,166,67.31,740,300.07,3532,1432.22,2909,1179.6,11512,4668.1,1489,603.79,119,48.25
Englewoodcity,CO,10.54,26.19,11.36,14.13,25422,77.64,13514,13785,11211,8739,8960,9830,9314,10.9,19.75,19.03,4.95,65.25,29387,2.22,1.21,93.83,1.53,7.99,16.76,63.97,1098,18.21,28.14,1656,0,0,0,0,18,53.67,55,163.99,191,569.5,385,1147.95,1872,5581.73,183,545.65,39,116.29
Lovelandcity,CO,12.97,24.03,10.43,11.41,30548,81.16,13345,13504,16413,4258,12276,9843,9327,7.86,15.84,18.6,5.03,64.93,37352,2.66,0.3,94.87,0.71,6.77,11.21,77.05,560,4.64,4.64,662,40,1,0,0,35,77.67,8,17.75,125,277.4,172,381.7,1246,2765.14,55,122.06,12,26.63
Northglenncity,CO,14.93,28.27,13.66,6.33,34726,87.01,13619,13809,12965,9120,12629,11504,11047,5.34,16.94,13.84,5.34,70.75,27195,2.77,1.64,90.68,2.03,14.58,13.08,70.32,993,3.93,9.97,613,0,0,1,3.55,11,39.04,18,63.89,63,223.62,209,741.85,1120,3975.44,89,315.91,8,28.4
FortCollinscity,CO,20.89,38.17,24.27,6.78,26826,85.33,13439,13790,8160,8084,10423,7487,7479,16.95,8.55,42.71,5.64,64.74,87758,2.6,0.98,93.3,2.39,7.06,9.49,77.78,3896,39.32,49.02,1668,32,10,1,0.99,68,67.05,26,25.64,294,289.9,760,749.39,3447,3398.87,172,169.6,27,26.62
Lakewoodcity,CO,12.26,26.6,12.44,9.4,34054,84.84,16726,17061,12238,15745,11833,11452,11390,7.6,11.82,29.63,4.78,70.2,126481,2.45,1.04,93.15,1.93,9.1,14.97,69.33,5143,10.25,15.77,4021,69,0,6,4.65,31,24,174,134.71,427,330.58,1256,972.38,5355,4145.8,615,476.13,73,56.52
ColoradoSpringsdivision,CO,13.94,29,13.68,8.28,28539,83.02,13975,14758,9881,10548,8236,8313,8704,11.05,12.38,26.69,6.73,65.79,286215,2.54,7.16,85.63,2.46,9.3,13.53,72.43,13495,12.58,18.75,13794,273,24,19,6.24,265,87.05,389,127.78,882,289.71,3645,1197.29,13391,4398.6,1017,334.06,109,35.8
CommerceCitycity,CO,14.96,27.4,12.67,9.27,20427,77.29,8651,8913,6781,4973,7411,7558,7344,23.23,39.44,3.37,10.59,57.45,16466,2.87,2.86,84.88,1.14,35.93,16.93,55.24,594,21.21,27.61,672,39,0,3,16.53,9,49.58,32,176.27,230,1266.94,395,2175.83,1502,8273.66,159,875.84,14,77.12
Pueblocity,CO,14.19,25.22,12.35,14.32,20501,67.49,10168,10872,6901,6879,9397,6537,7040,21.65,26.79,13.77,9.28,49.54,98640,2.57,2.18,82.95,0.63,39.51,14.02,60.53,2234,13.65,18.53,2538,92,56,9,8.74,87,84.49,165,160.24,1474,1431.47,1337,1298.42,3640,3534.98,304,295.23,56,54.38
Longmontcity,CO,13.28,25.97,11.43,8.66,32534,83.17,14037,14483,11807,10866,9799,7158,7202,7.82,15.48,20.45,5.98,68.92,51555,2.63,0.38,92.74,1.23,11.09,12.75,74.61,1970,14.01,24.16,910,0,0,3,5.2,30,52.03,20,34.68,51,88.44,466,808.13,2044,3544.67,83,143.94,1,1.73
