State,agepct12t21,agepct12t29,agepct16t24,agepct65up,medIncome,pctWWage,perCapInc,whitePerCap,blackPerCap,indianPerCap,asianPerCap,otherPerCap,HispPerCap,pctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,Population,HouseholdSize,racepctblack,racepctwhite,racepctasian,racepcthisp,TotalPctDiv,PctKids2Par,NumImmig,PctImmigRecent,PctImmigRec5,HousVacant,NumInShelters,NumStreet,murders,murdPerPop,rapes,rapesPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
CT,10.46,26.0,11.55,11.86,49787.0,82.57,27092.0,30975.0,13309.0,14211.0,29924.0,10707.0,13109.0,6.29,18.81,35.13,5.08,67.95,108056.0,2.58,17.78,76.28,2.6,9.77,9.86,67.92,20075.0,17.41,27.21,2334.0,132.0,18.0,8,7.46,22.0,20.52,270.0,251.87,237.0,221.08,1105.0,1030.79,3503.0,3267.75,727.0,678.18,31.0,28.92
CT,10.6,26.36,11.59,11.33,48171.0,83.88,23075.0,25187.0,14662.0,8778.0,20087.0,13765.0,14757.0,5.2,20.48,29.54,4.69,70.65,78331.0,2.56,15.48,79.29,1.65,9.37,10.29,69.28,10421.0,10.97,21.15,1664.0,121.0,7.0,9,11.43,10.0,12.7,188.0,238.85,118.0,149.92,840.0,1067.21,2516.0,3196.54,552.0,701.31,13.0,16.52
CT,11.1,26.02,11.95,13.3,43593.0,82.41,17593.0,17736.0,14705.0,0.0,13404.0,14995.0,14291.0,3.04,22.67,16.3,4.62,70.09,12358.0,2.6,1.5,96.16,1.73,1.32,9.62,78.78,821.0,13.64,23.51,171.0,0.0,6.0,0,0.0,0.0,0.0,4.0,32.33,13.0,105.08,61.0,493.09,178.0,1438.85,32.0,258.67,3.0,24.25
CT,11.6,23.91,10.73,7.73,48000.0,89.45,19123.0,19193.0,15596.0,4411.0,16917.0,12085.0,11430.0,0.93,16.4,27.78,4.18,76.01,10428.0,2.77,0.68,98.52,0.4,1.33,9.34,82.81,262.0,9.16,9.16,435.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,55.83,53.0,493.21,102.0,949.19,7.0,65.14,0.0,0.0
CT,11.17,22.59,10.65,18.16,41745.0,74.97,18574.0,19050.0,13405.0,12977.0,21252.0,13278.0,13050.0,3.54,22.22,21.25,4.97,62.31,49389.0,2.56,7.89,90.07,0.81,3.59,8.62,75.43,3041.0,4.34,8.65,842.0,3.0,3.0,1,1.99,2.0,3.99,77.0,153.58,20.0,39.89,449.0,895.55,1330.0,2652.73,396.0,789.84,18.0,35.9
CT,12.09,24.14,11.51,10.81,49965.0,84.3,20256.0,20258.0,23760.0,11863.0,19251.0,20027.0,16494.0,2.5,16.88,23.93,4.44,68.34,35418.0,2.84,0.97,97.11,1.29,2.48,6.95,83.98,2692.0,9.36,15.19,527.0,0.0,0.0,0,0.0,1.0,2.71,10.0,27.1,5.0,13.55,195.0,528.38,268.0,726.19,92.0,249.29,4.0,10.84
CT,9.88,23.03,9.43,13.23,46970.0,79.86,20518.0,20613.0,19763.0,0.0,17181.0,10250.0,12727.0,2.61,13.97,31.53,3.09,67.87,12286.0,2.53,2.51,95.78,1.2,1.82,9.32,80.42,761.0,1.97,11.56,228.0,0.0,0.0,0,0.0,0.0,0.0,10.0,78.98,7.0,55.28,60.0,473.86,306.0,2416.68,48.0,379.09,0.0,0.0
CT,12.19,28.41,12.87,10.57,40543.0,83.23,18888.0,18622.0,14063.0,12669.0,36949.0,10662.0,11159.0,5.32,18.96,25.68,3.5,72.64,29841.0,2.46,2.26,94.83,1.96,2.01,11.0,73.26,1737.0,6.62,12.26,611.0,15.0,0.0,0,0.0,1.0,3.29,25.0,82.37,36.0,118.61,125.0,411.85,481.0,1584.79,71.0,233.93,10.0,32.95
CT,12.6,24.4,12.81,17.14,41814.0,77.24,19383.0,19802.0,16134.0,10384.0,16426.0,11480.0,12176.0,4.36,15.22,32.38,3.83,64.65,52434.0,2.54,8.69,88.92,1.78,2.02,7.71,80.38,3753.0,8.13,14.73,1097.0,28.0,0.0,2,3.77,8.0,15.07,52.0,97.95,32.0,60.28,239.0,450.19,1646.0,3100.45,231.0,435.12,1.0,1.88
CT,14.06,29.69,14.3,12.13,28704.0,73.85,13156.0,15509.0,10612.0,9211.0,11321.0,7847.0,8442.0,17.07,38.91,12.28,10.62,57.72,141686.0,2.71,26.6,58.54,2.32,26.5,12.62,46.99,20731.0,14.71,24.62,4896.0,201.0,12.0,60,45.09,72.0,54.11,1560.0,1172.43,848.0,637.32,3653.0,2745.44,3820.0,2870.95,3586.0,2695.09,192.0,144.3
CT,10.5,24.43,11.32,16.51,35230.0,76.35,16407.0,16551.0,11103.0,16572.0,13207.0,13291.0,10797.0,5.24,27.5,15.67,5.1,64.44,33687.0,2.43,1.68,96.72,1.23,1.06,9.89,77.27,2282.0,5.7,7.62,1278.0,5.0,0.0,0,0.0,8.0,23.68,10.0,29.6,63.0,186.45,272.0,805.0,626.0,1852.67,82.0,242.68,1.0,2.96
CT,13.85,25.13,12.65,11.05,48507.0,85.98,18029.0,18066.0,19470.0,0.0,15001.0,11148.0,28888.0,1.81,21.15,15.56,5.82,68.79,13700.0,2.96,1.57,97.58,0.42,1.04,6.67,83.27,752.0,1.73,1.73,234.0,0.0,0.0,0,0.0,11.0,79.31,6.0,43.26,13.0,93.73,83.0,598.41,254.0,1831.29,39.0,281.18,1.0,7.21
CT,12.02,23.56,10.56,7.13,57606.0,91.02,22823.0,22920.0,23411.0,0.0,19835.0,15277.0,51449.0,1.43,11.63,31.93,2.31,77.76,22090.0,2.81,2.3,94.57,2.54,1.67,7.43,87.41,1506.0,2.86,6.04,194.0,0.0,0.0,4,18.09,5.0,22.61,5.0,22.61,10.0,45.22,89.0,402.44,276.0,1248.02,27.0,122.09,1.0,4.52
CT,15.39,29.53,13.51,9.21,34588.0,81.46,12935.0,13007.0,16639.0,17468.0,1391.0,4410.0,7351.0,6.76,31.09,7.3,7.86,64.6,14363.0,2.87,0.46,98.31,0.55,1.48,9.88,73.5,455.0,5.49,7.03,346.0,0.0,0.0,0,0.0,1.0,6.88,4.0,27.54,12.0,82.61,59.0,406.17,96.0,660.88,23.0,158.34,2.0,13.77
CT,17.16,34.04,18.02,8.78,22140.0,71.32,11081.0,15140.0,9661.0,8364.0,9807.0,5682.0,6169.0,27.51,40.56,14.44,10.73,54.05,139739.0,2.72,38.89,39.98,1.45,31.59,15.22,30.32,21442.0,16.61,26.04,4634.0,701.0,26.0,30,24.16,99.0,79.71,1243.0,1000.84,1470.0,1183.61,3628.0,2921.19,8824.0,7104.9,2633.0,2120.04,227.0,182.78
CT,15.46,25.18,13.84,10.18,58250.0,84.55,23204.0,24124.0,6510.0,21429.0,24364.0,1110.0,16567.0,2.23,11.06,42.74,3.53,63.75,25684.0,3.08,3.9,93.06,1.89,2.76,6.59,86.49,1291.0,9.68,14.33,250.0,0.0,0.0,0,0.0,1.0,3.85,4.0,15.38,3.0,11.54,123.0,472.99,398.0,1530.47,41.0,157.66,9.0,34.61
CT,12.46,27.7,12.94,14.74,30533.0,74.28,14209.0,15550.0,9765.0,11210.0,12159.0,7001.0,7761.0,12.09,33.18,14.11,7.77,59.92,108961.0,2.52,12.97,79.55,0.72,13.38,11.36,59.5,9461.0,4.97,9.9,4041.0,98.0,7.0,20,19.32,39.0,37.67,288.0,278.2,239.0,230.87,1815.0,1753.23,4957.0,4788.31,1377.0,1330.14,12.0,11.59
CT,13.54,24.64,12.44,12.2,45763.0,82.39,17778.0,17802.0,13214.0,6780.0,17204.0,26284.0,16011.0,3.08,23.77,19.95,5.12,68.57,20456.0,2.82,0.74,98.12,0.79,1.2,7.81,81.96,1813.0,5.9,8.05,268.0,0.0,0.0,0,0.0,0.0,0.0,5.0,23.83,38.0,181.14,103.0,490.99,477.0,2273.81,69.0,328.92,0.0,0.0
CT,13.69,24.95,12.5,11.01,47106.0,83.39,19954.0,20026.0,18182.0,23000.0,17198.0,10739.0,22516.0,2.8,20.84,21.82,3.83,70.49,38518.0,2.8,0.91,97.97,0.68,1.32,7.33,84.36,2324.0,2.58,4.13,484.0,0.0,0.0,0,0.0,3.0,7.78,11.0,28.53,9.0,23.34,241.0,624.97,743.0,1926.77,105.0,272.29,3.0,7.78
CT,11.29,26.95,12.57,14.21,36584.0,79.28,16575.0,17240.0,12816.0,13941.0,12321.0,9608.0,11601.0,5.41,26.18,13.58,5.28,66.15,50452.0,2.48,8.39,86.8,2.22,5.96,12.02,67.29,5417.0,8.86,18.02,931.0,199.0,0.0,1,1.98,12.0,23.76,80.0,158.38,101.0,199.96,415.0,821.6,1440.0,2850.86,315.0,623.63,17.0,33.66
CT,11.49,19.99,9.83,11.89,89395.0,84.97,51795.0,52354.0,13636.0,25000.0,34769.0,50681.0,32938.0,1.91,6.27,59.34,3.31,63.72,18196.0,2.84,0.41,97.15,2.04,1.87,5.78,89.92,1986.0,17.82,22.31,254.0,10.0,0.0,0,0.0,1.0,5.41,4.0,21.66,0.0,0.0,63.0,341.09,593.0,3210.61,44.0,238.22,0.0,0.0
CT,11.73,25.53,11.76,12.44,38432.0,82.86,17207.0,17391.0,10025.0,8769.0,23228.0,13700.0,19615.0,3.96,23.93,16.74,4.76,69.52,17392.0,2.45,2.4,95.94,0.93,2.13,10.45,77.91,1546.0,2.39,3.1,363.0,10.0,0.0,0,0.0,2.0,11.49,5.0,28.72,8.0,45.95,107.0,614.52,351.0,2015.85,54.0,310.13,0.0,0.0
CT,12.12,27.53,12.66,13.99,29354.0,74.34,14844.0,15188.0,9884.0,11553.0,23094.0,7572.0,8921.0,11.88,28.15,16.42,7.15,61.05,37391.0,2.49,5.28,91.32,1.07,3.11,12.71,64.53,1654.0,4.35,9.37,1454.0,13.0,10.0,3,8.45,37.0,104.21,57.0,160.55,96.0,270.39,395.0,1112.55,926.0,2608.16,84.0,236.59,13.0,36.62
CT,12.09,23.81,10.98,12.39,50228.0,85.09,19592.0,20466.0,16801.0,10232.0,16569.0,10048.0,14081.0,2.43,17.95,28.33,4.59,68.42,27817.0,2.83,17.23,79.02,2.38,3.43,8.93,79.79,2677.0,6.24,10.76,395.0,218.0,0.0,1,3.59,2.0,7.18,10.0,35.91,10.0,35.91,129.0,463.21,540.0,1939.03,46.0,165.18,2.0,7.18
CT,12.91,20.95,10.11,8.97,56115.0,87.09,24583.0,24622.0,26555.0,25445.0,17194.0,30324.0,22236.0,2.97,8.6,43.2,3.69,71.78,19848.0,2.76,0.55,98.01,0.85,1.55,8.46,86.16,840.0,17.86,18.69,584.0,0.0,0.0,0,0.0,1.0,4.98,5.0,24.88,3.0,14.93,103.0,512.57,408.0,2030.36,23.0,114.46,1.0,4.98
CT,10.2,20.19,9.78,20.09,43888.0,72.61,22246.0,22300.0,13950.0,7308.0,24309.0,35625.0,16493.0,2.7,19.99,28.27,3.46,59.41,25651.0,2.45,1.14,97.54,0.78,1.65,6.95,80.92,3166.0,1.64,2.4,320.0,23.0,0.0,0,0.0,3.0,11.68,22.0,85.67,29.0,112.93,116.0,451.71,473.0,1841.9,96.0,373.83,2.0,7.79
CT,12.36,25.42,11.7,7.53,46426.0,86.56,17725.0,17843.0,14068.0,2833.0,7291.0,0.0,13281.0,3.16,13.47,27.36,4.23,74.11,10063.0,2.77,0.78,98.37,0.25,1.17,8.2,84.16,407.0,4.18,5.41,260.0,0.0,0.0,1,9.77,0.0,0.0,0.0,0.0,8.0,78.19,63.0,615.72,155.0,1514.86,6.0,58.64,5.0,48.87
CT,15.31,33.76,17.89,10.8,37644.0,81.61,17814.0,18697.0,13316.0,16296.0,10532.0,8397.0,10468.0,7.02,22.74,26.44,4.43,67.72,42762.0,2.54,11.1,85.43,1.93,3.3,10.83,65.11,3219.0,8.7,17.27,1281.0,96.0,0.0,3,7.04,5.0,11.73,27.0,63.36,59.0,138.45,323.0,757.95,1463.0,3433.06,290.0,680.51,3.0,7.04
CT,20.53,38.5,24.13,11.11,26336.0,76.18,12971.0,14424.0,9845.0,8587.0,9575.0,7255.0,8020.0,15.15,24.65,17.95,7.97,62.63,28540.0,2.66,16.84,72.98,2.15,12.12,13.11,52.05,1889.0,15.93,24.78,1258.0,30.0,1.0,8,35.1,11.0,48.26,74.0,324.68,69.0,302.74,339.0,1487.36,998.0,4378.73,132.0,579.15,6.0,26.33
CT,13.35,22.6,11.01,8.03,60830.0,85.9,22747.0,22907.0,15795.0,15322.0,18661.0,16152.0,10050.0,2.5,11.43,39.72,4.61,67.53,20779.0,3.06,0.99,97.31,1.28,1.69,7.09,87.77,1139.0,0.61,13.78,396.0,0.0,0.0,2,9.48,0.0,0.0,2.0,9.48,2.0,9.48,129.0,611.58,235.0,1114.11,25.0,118.52,3.0,14.22
CT,13.56,25.07,11.38,8.04,53761.0,85.62,20528.0,20657.0,16244.0,19038.0,17685.0,11941.0,15575.0,2.65,13.56,32.18,5.14,71.79,17541.0,2.84,1.27,96.04,2.18,2.14,8.13,84.53,1496.0,8.09,12.9,224.0,0.0,0.0,0,0.0,0.0,0.0,3.0,16.85,14.0,78.63,46.0,258.34,151.0,848.03,8.0,44.93,4.0,22.46
CT,11.2,21.64,10.67,17.06,47853.0,76.82,22478.0,27946.0,15617.0,65200.0,12881.0,12387.0,18107.0,4.13,18.6,31.0,4.72,64.69,19483.0,2.61,41.49,55.61,1.39,3.03,9.49,69.26,2640.0,7.27,13.37,264.0,0.0,0.0,0,0.0,4.0,20.51,23.0,117.92,60.0,307.61,175.0,897.21,526.0,2696.74,97.0,497.31,2.0,10.25
CT,10.99,21.68,10.18,16.41,44167.0,78.19,19537.0,19687.0,12860.0,3291.0,25444.0,31526.0,24946.0,3.36,18.15,22.31,4.4,61.89,17930.0,2.58,2.07,95.9,1.39,1.73,8.64,78.37,943.0,1.91,3.18,401.0,22.0,0.0,1,5.6,4.0,22.41,13.0,72.83,42.0,235.29,93.0,521.01,701.0,3927.17,42.0,235.29,5.0,28.01
CT,12.72,27.14,12.15,11.0,39902.0,82.19,16691.0,16769.0,16229.0,8668.0,10396.0,15835.0,12278.0,4.22,21.84,17.02,5.21,69.06,30625.0,2.7,1.85,96.23,0.86,3.1,9.07,80.06,2721.0,13.23,17.9,600.0,9.0,0.0,0,0.0,6.0,19.37,2.0,6.46,17.0,54.9,141.0,455.31,572.0,1847.07,106.0,342.29,10.0,32.29
CT,9.3,25.68,10.93,13.14,48125.0,87.5,21918.0,22029.0,21339.0,14839.0,15647.0,20376.0,21043.0,2.94,14.72,31.9,2.38,70.65,16554.0,2.52,2.6,95.22,1.61,1.97,11.23,84.54,1459.0,6.24,8.5,530.0,8.0,0.0,0,0.0,1.0,6.03,6.0,36.21,9.0,54.31,79.0,476.74,409.0,2468.17,63.0,380.18,0.0,0.0
CT,12.61,21.03,10.11,11.85,91951.0,81.37,52692.0,52798.0,19067.0,31839.0,69086.0,25835.0,25798.0,2.54,5.11,62.6,2.77,62.41,17864.0,2.75,1.29,96.46,1.95,1.38,6.62,88.34,1667.0,10.32,15.72,354.0,0.0,0.0,0,0.0,2.0,11.03,2.0,11.03,5.0,27.57,59.0,325.36,223.0,1229.73,15.0,82.72,0.0,0.0
CT,13.48,24.16,11.38,7.48,60054.0,87.14,24277.0,24405.0,22693.0,8150.0,18775.0,16803.0,15661.0,2.36,9.47,41.24,4.14,71.79,14113.0,2.86,0.72,97.22,1.69,1.56,7.16,88.19,1014.0,12.03,16.67,415.0,5.0,0.0,0,0.0,0.0,0.0,1.0,6.98,7.0,48.86,58.0,404.86,276.0,1926.57,16.0,111.69,1.0,6.98
CT,11.2,19.39,9.54,11.82,66602.0,84.62,34204.0,34407.0,27537.0,0.0,28738.0,10394.0,8619.0,1.5,7.26,52.37,2.09,67.16,13937.0,2.6,0.93,97.24,1.51,0.85,6.63,91.53,813.0,10.21,21.53,343.0,0.0,0.0,0,0.0,1.0,7.17,3.0,21.5,2.0,14.34,40.0,286.72,201.0,1440.76,8.0,57.34,1.0,7.17
CT,13.34,25.53,12.05,11.99,41325.0,80.65,16610.0,16617.0,13673.0,0.0,23067.0,0.0,15791.0,3.07,25.33,13.76,3.73,69.63,11822.0,2.73,0.37,98.93,0.4,0.94,8.3,82.49,540.0,6.67,10.19,227.0,0.0,0.0,0,0.0,5.0,41.25,1.0,8.25,5.0,41.25,97.0,800.2,156.0,1286.92,38.0,313.48,1.0,8.25
CT,11.42,26.35,12.06,13.99,40290.0,80.58,18654.0,19044.0,12776.0,11286.0,14623.0,11610.0,13796.0,3.87,16.38,24.89,3.7,68.42,51618.0,2.49,3.88,93.5,1.68,2.38,10.89,73.88,3278.0,6.89,11.44,959.0,24.0,0.0,0,0.0,39.0,76.08,80.0,156.05,118.0,230.18,772.0,1505.9,1913.0,3731.59,190.0,370.62,32.0,62.42
CT,11.9,27.32,12.68,12.33,38261.0,80.94,16909.0,17084.0,12744.0,9645.0,17176.0,8457.0,9415.0,4.35,24.97,15.39,5.25,68.24,60640.0,2.53,2.08,96.05,0.77,2.72,9.84,76.09,4248.0,4.14,7.3,1033.0,14.0,3.0,3,4.95,5.0,8.24,49.0,80.8,84.40579710144928,127.75521739130433,483.0,796.41,1150.0,1896.22,202.0,333.08,11.0,18.14
CT,10.15,26.06,12.03,16.79,35808.0,78.66,16819.0,16988.0,14370.0,9876.0,16014.0,12349.0,12356.0,6.25,28.15,15.09,7.2,63.97,12199.0,2.45,2.47,94.85,0.77,4.42,9.63,68.74,1252.0,4.23,7.43,295.0,18.0,0.0,0,0.0,2.0,16.59,13.0,107.84,8.0,66.36,121.0,1003.73,332.0,2754.04,51.0,423.06,0.0,0.0
CT,11.86,27.72,13.18,13.39,35723.0,81.36,15810.0,16291.0,13643.0,14383.0,11474.0,11614.0,12975.0,6.06,25.52,17.18,5.45,65.53,54021.0,2.54,12.43,84.12,2.03,3.57,10.93,68.64,4521.0,13.03,20.48,1395.0,64.0,0.0,0,0.0,5.0,9.46,66.0,124.89,80.0,151.38,521.0,985.85,1721.0,3256.51,467.0,883.67,10.0,18.92
DC,13.54,29.83,15.69,11.53,30727.0,78.16,18881.0,34563.0,12226.0,14095.0,16498.0,10468.0,12525.0,16.87,26.85,33.31,7.03,61.62,606900.0,2.43,65.84,29.6,1.85,5.39,15.03,33.58,58887.0,23.98,36.96,28855.0,4682.0,131.0,454,81.95,324.0,58.48,7107.0,1282.85,9003.0,1625.09,11532.0,2081.59,31466.0,5679.78,8060.0,1454.87,200.0,36.1
DE,19.14,34.44,20.87,9.15,31308.0,80.72,14105.0,16388.0,9113.0,16275.0,18666.0,8163.0,10207.0,12.45,17.79,26.54,4.07,66.79,27630.0,2.79,30.92,65.53,1.99,2.82,12.0,60.16,1032.0,10.17,15.5,585.0,22.0,3.0,0,0.0,36.0,123.33,78.0,267.21,145.0,496.75,251.0,859.88,1786.0,6118.53,76.0,260.36,11.0,37.68
FL,11.91,23.09,10.33,13.65,34934.0,80.47,15534.0,16027.0,13246.0,9320.0,11052.0,9621.0,14449.0,5.75,14.21,21.25,5.39,64.92,16023.0,2.63,13.79,83.94,1.42,2.4,11.99,72.98,742.0,10.38,12.4,437.0,0.0,0.0,0,0.0,10.0,55.52,19.0,105.48,72.0,399.71,226.0,1254.65,721.0,4002.66,63.0,349.75,2.0,11.1
FL,10.52,18.8,9.27,22.59,32704.0,64.97,18875.0,19228.0,8871.0,22920.0,23131.0,9044.0,19684.0,6.72,15.77,26.17,4.21,51.11,29721.0,2.34,3.52,95.13,1.03,1.7,10.31,74.95,1797.0,6.73,7.12,1487.0,0.0,0.0,0,0.0,10.0,31.02,24.0,74.45,12.0,37.23,293.0,908.95,948.0,2940.9,78.0,241.97,0.0,0.0
FL,9.62,18.03,7.64,23.89,26654.0,63.11,12165.0,12077.0,4231.0,13612.0,17931.0,15112.0,9763.0,6.77,26.53,9.91,5.66,48.43,10205.0,2.46,1.06,97.38,1.04,1.79,9.08,75.83,559.0,2.5,5.72,467.0,0.0,0.0,0,0.0,2.0,17.0,1.0,8.5,37.0,314.47,151.0,1283.36,277.0,2354.24,12.0,101.99,0.0,0.0
FL,23.68,42.67,28.84,7.94,23453.0,85.3,13247.0,15763.0,7676.0,11546.0,10151.0,8050.0,9096.0,22.32,14.48,40.72,5.56,63.45,124773.0,2.47,29.09,68.24,1.75,3.0,11.51,57.44,5615.0,24.42,32.56,4779.0,148.0,30.0,9,6.63,137.0,100.91,790.0,581.91,1754.0,1292.0,3970.0,2924.3,10701.0,7882.35,2065.0,1521.08,30.0,22.1
FL,9.62,20.98,9.8,19.56,23269.0,69.71,13006.0,15955.0,7066.0,14581.0,6469.0,3018.0,7267.0,20.64,39.4,11.76,8.89,53.53,13024.0,2.25,31.3,67.17,0.5,6.09,16.77,42.44,1783.0,11.61,17.67,1905.0,15.0,1.0,4,28.26,20.0,141.32,140.0,989.26,211.0,1490.96,537.0,3794.52,1416.0,10005.65,293.0,2070.38,7.0,49.46
FL,13.0,27.51,13.44,13.15,22772.0,75.21,13277.0,15785.0,6841.0,10172.0,10037.0,8192.0,10142.0,19.44,29.37,18.7,6.54,60.13,280015.0,2.44,25.05,70.9,1.35,15.0,16.66,51.4,22291.0,8.89,15.67,14881.0,423.0,140.0,43,14.83,247.0,85.21,2965.0,1022.83,6124.0,2112.58,8987.0,3100.23,18534.0,6393.64,8473.0,2922.91,214.0,73.82
FL,16.71,27.43,12.9,6.39,43428.0,87.41,18319.0,18653.0,11989.0,26800.0,16487.0,10683.0,13111.0,5.16,10.81,31.47,3.85,72.25,79443.0,2.94,3.48,93.08,2.12,7.12,9.68,81.54,9031.0,14.22,25.17,2771.0,0.0,1.0,1,1.06,18.0,19.14,42.0,44.67,216.0,229.72,689.0,732.78,2976.0,3165.08,258.0,274.39,4.0,4.25
FL,14.36,28.13,14.18,9.02,37156.0,85.91,19266.0,20177.0,10521.0,0.0,6974.0,11488.0,14543.0,6.67,7.82,39.7,2.92,71.21,16444.0,2.57,5.38,91.2,1.96,8.65,11.42,74.49,1228.0,17.67,23.62,444.0,0.0,0.0,2,12.05,0.0,0.0,24.0,144.54,9.0,54.2,123.0,740.79,424.0,2553.6,86.0,517.95,0.0,0.0
FL,9.11,20.12,9.05,27.21,28824.0,61.44,16668.0,19104.0,7688.0,12982.0,15533.0,11181.0,10160.0,9.59,26.93,16.36,5.26,50.58,46194.0,2.28,20.12,77.74,0.63,6.76,10.86,58.86,5775.0,14.23,25.09,5252.0,16.0,12.0,4,7.69,15.0,28.84,201.0,386.45,486.0,934.4,972.0,1868.8,2358.0,4533.57,422.0,811.35,6.0,11.54
FL,8.94,19.79,9.42,28.94,18514.0,55.7,11294.0,11302.0,9274.0,3739.0,15348.0,16409.0,8119.0,14.61,32.74,8.24,5.97,43.13,14044.0,2.17,0.48,98.32,0.58,2.03,13.98,62.76,674.0,2.82,3.71,1347.0,3.0,9.0,0,0.0,0.0,0.0,16.0,104.43,64.0,417.7,288.0,1879.65,636.0,4150.89,47.0,306.75,4.0,26.11
FL,12.46,26.77,12.0,8.46,36843.0,87.0,16747.0,17319.0,7042.0,20457.0,12342.0,10262.0,13599.0,7.77,19.32,20.5,4.66,70.62,47217.0,2.64,3.85,92.82,1.75,9.98,13.64,73.84,5150.0,17.63,24.35,1982.0,0.0,0.0,1,1.72,21.0,36.09,49.0,84.21,241.0,414.17,706.0,1213.29,2819.0,4844.56,394.0,677.1,5.0,8.59
FL,11.77,22.27,10.95,21.61,20213.0,64.65,11457.0,13620.0,5827.0,20315.0,17962.0,5105.0,7395.0,19.62,33.58,13.66,7.76,50.09,14903.0,2.35,27.56,71.41,0.38,1.96,14.22,50.73,485.0,21.86,24.12,978.0,44.0,0.0,2,10.15,16.0,81.16,64.0,324.66,316.0,1603.0,405.0,2054.48,828.0,4200.27,77.0,390.61,4.0,20.29
FL,4.68,9.38,4.64,48.35,27834.0,39.25,19940.0,20227.0,2476.0,14111.0,17620.0,581.0,11562.0,5.79,19.28,23.32,3.96,27.58,16922.0,1.86,1.27,98.27,0.3,0.68,8.84,60.8,1140.0,2.72,3.16,3369.0,0.0,3.0,0,0.0,0.0,0.0,5.0,29.45,55.0,323.97,111.0,653.83,505.0,2974.61,24.0,141.37,0.0,0.0
FL,13.83,25.82,12.12,12.46,25268.0,77.36,12292.0,13802.0,6797.0,12475.0,104100.0,3583.0,6602.0,17.84,32.03,13.45,5.34,60.55,22754.0,2.71,21.26,75.56,0.57,8.3,13.4,60.59,1033.0,12.29,31.95,955.0,0.0,6.0,4,17.14,18.0,77.12,130.0,556.96,437.0,1872.24,665.0,2849.06,1473.0,6310.78,286.0,1225.31,0.0,0.0
FL,10.48,20.43,9.11,20.68,31177.0,68.06,14934.0,15067.0,10717.0,7924.0,8768.0,9101.0,8938.0,5.91,18.63,15.22,4.35,54.69,74991.0,2.52,1.01,97.47,0.62,3.67,9.28,77.25,4881.0,6.92,11.99,4738.0,0.0,0.0,1,1.16,12.0,13.91,22.0,25.5,227.0,263.14,1077.0,1248.48,2588.0,3000.06,235.0,272.42,7.0,8.11
FL,10.72,22.78,11.3,21.45,24884.0,65.37,16151.0,18170.0,6604.0,9891.0,8046.0,7716.0,9055.0,13.25,23.64,21.0,4.69,55.05,50961.0,2.23,16.22,81.99,0.69,4.73,16.51,50.44,3297.0,10.01,17.05,4152.0,84.0,7.0,3,5.43,47.0,85.08,441.0,798.32,529.0,957.62,1596.0,2889.16,4029.0,7293.5,326.0,590.14,24.0,43.45
FL,8.02,18.34,8.34,28.6,31146.0,59.93,21292.0,26432.0,7689.0,16552.0,17428.0,12301.0,10138.0,11.35,25.41,21.52,7.2,48.53,47181.0,2.21,26.28,71.99,0.68,6.08,11.22,53.95,6745.0,13.89,30.36,6137.0,0.0,12.0,6,11.58,28.0,54.05,191.0,368.69,500.0,965.16,1338.0,2582.76,3897.0,7522.44,498.0,961.3,13.0,25.09
FL,9.66,26.43,11.67,10.67,28121.0,80.82,15547.0,16460.0,9337.0,23290.0,13734.0,8182.0,13547.0,10.39,20.15,20.84,2.86,71.63,24832.0,2.38,10.39,86.05,1.41,16.5,15.89,73.2,2312.0,12.93,16.78,1797.0,0.0,113.0,3,11.97,20.0,79.79,135.0,538.56,224.0,893.61,742.0,2960.07,2356.0,9398.81,346.0,1380.3,3.0,11.97
FL,13.18,24.59,12.95,20.31,24462.0,66.97,13487.0,15297.0,6863.0,13116.0,9113.0,7461.0,12874.0,13.96,26.03,19.27,6.59,52.73,70576.0,2.38,20.2,78.12,0.9,3.26,13.44,56.58,3011.0,10.06,16.11,5277.0,145.0,30.0,8,11.06,45.0,62.2,366.0,505.92,683.0,944.11,2195.0,3034.16,5805.0,8024.27,1413.0,1953.2,15.0,20.73
FL,12.99,26.33,11.65,8.86,35794.0,84.84,13820.0,14313.0,11824.0,15109.0,12462.0,11669.0,12233.0,8.38,22.05,14.94,4.79,69.35,40663.0,2.82,15.66,79.29,2.3,17.33,12.42,72.6,8156.0,9.85,15.39,848.0,0.0,0.0,5,10.26,10.0,20.53,132.0,270.95,215.0,441.32,681.0,1397.87,1511.0,3101.59,432.0,886.75,13.0,26.68
FL,15.3,27.32,13.17,8.19,31510.0,82.98,13742.0,14142.0,11352.0,1471.0,7480.0,10005.0,11555.0,8.44,14.19,22.41,5.82,66.2,10507.0,2.67,4.66,91.37,3.03,3.06,10.31,77.58,530.0,8.11,10.38,319.0,0.0,0.0,0,0.0,1.0,8.3,3.0,24.91,19.0,157.74,50.0,415.11,183.0,1519.3,6.0,49.81,1.0,8.3
